publish_date,headline_category,headline_text
20220113,city.jaipur,"22-yr-old man gets 20-yr jailfor raping minor in Jhalawar"
20220113,city.jaipur,"Lower division clerk held for raping woman"
20220113,city.jaipur,"Covid mortality rate high in people with comorbidities"
20220113,city.jaipur,"Corona patients in Jaipur hospitals rise from 151 to 262 in 4 days"
20220113,city.jaipur,"Kite flying banned from 6-8am; 5-7pm in Jaipur till January 31"
20220113,city.jaipur,"Discom issues guidelines for kite flyers"
20220113,city.jaipur,"Chinese manjha seized; 1 held"
20220113,city.jaipur,"Nine Independent councillors threaten to withdraw support"
20220113,city.jaipur,"JMC-Greater BJP councillors seek ACB probe into graft case"
20220113,city.jaipur,"Sangam Tower; Moti Mahal Cinema sealed for not paying tax"
20220113,city.jaipur,"Joblessness in Rajasthan hit 27% in December on spotty tourism recovery"
20220113,city.jaipur,"204kg poppy husk worth 9L seized in Kota; 2 held"
20220113,city.jaipur,"Four Rajasthan locations selected for Swachh Bharat Mission"
20220113,city.jaipur,"Applications for disability certs to be cleared in camps: Minister"
20220113,city.jaipur,"Sanskar beat PS Academy by an innings & 34 runs"
20220113,city.surat,"GPCB collects 50 samples to ascertain toxic chemical"
20220113,city.surat,"WR takes 68Cr as fines in nine months"
20220113,city.surat,"Newborn dumped under bridge dies"
20220113,city.surat,"Surat: Rise in number of Covid positive cases is 26% in 24 hours"
20220113,city.surat,"New surge: Diamond City to wear its CCIC shield again"
20220113,city.surat,"Gold chain snatched"
20220113,city.mangaluru,"Clubs to remain shut"
20220113,world.rest-of-world,"UN official slams harassment of Muslim women"
20220113,city.mangaluru,"2 arrested for Uppinangady violence"
20220113,city.mangaluru,"Covid-19: 486 college students test positive in two weeks in Dakshina Kannada district"
20220113,city.mangaluru,"2% random testing at MIA detects 5 +ve cases in a month"
20220113,city.mangaluru,"Financial stress due to online gaming addiction increasing in youths"
20220113,city.mangaluru,"Veer Gatha Project: Student from Kudla makes it to 'Super 25' list"
20220113,city.mangaluru,"Infant Jesus annual feast tomorrow"
20220113,city.mangaluru,"Ammonia leak: Victims under observation"
20220113,city.mangaluru,"Mangaluru: Liquor sale slumps in festival season; excise dept feels pinch"
20220113,city.nashik,"Nashik cops to step up action against nylon manja sellers"
20220113,city.nashik,"Central jail inmates to get skill training to earn a living"
20220113,city.nashik,"Lowest number of farmer suicides in Nashik dist since '14"
20220113,city.nashik,"Nashik city: 80% daily Covid cases from residential areas"
20220113,city.nashik,"Central funds to fund LMOs; paediatric ICU beds in Nashik"
20220113,city.nashik,"Covid deaths: 12;000 applications for aid"
20220113,city.nashik,"NMC recovers 4.5L fine for mask violation"
20220113,city.nashik,"NMC procures 3;200 oxygen cylinders for third wave"
20220113,city.nashik,"Nashik ZP to reopen 13 Covid centres"
20220113,city.nashik,"7 cops of Nashik rural; 15 of city unit test Covid positive"
20220113,city.nashik,"Vidit; Praggnanandhaa set for Wijk aan Zee"
20220113,city.nashik,"Nashik: MSRTC gets 38 drivers on contract"
20220113,city.nashik,"Assessment of 12;000 new properties done: NMC"
20220113,city.nashik,"Woman robbed of gold chain worth 35k"
20220113,city.allahabad,"Prayagraj: Covid scare in Magh Mela as 38 policemen test positive in a day"
20220113,city.allahabad,"Six cops challaned in Mela area for not wearing mask"
20220113,city.allahabad,"Gym; waterparks to be closed as city crosses 1;000 active case mark"
20220113,city.allahabad,"24 more localities of Sangam City to get PNG"
20220113,city.allahabad,"Over 300 students of KV Manauri vaccinated"
20220113,city.allahabad,"Responsibility rests with banks to keep depositors' money safe: HC"
20220113,city.allahabad,"FIR against 600 protesting youths"
20220113,city.allahabad,"Prayagraj is well-equipped to handle any spurt in Covid-19 cases; says CMO"
20220113,city.hubballi,"Karnataka: Priests of Devaragudda Malatesh temple quarrel over puja"
20220113,city.hubballi,"Rajdhani Express to Delhi via twin cities"
20220113,city.hubballi,"All cops being tested as 22 personnel test +ve in Dharwad"
20220113,city.hubballi,"MLA Prasad Abbaiyya tests positive again"
20220113,city.hubballi,"Class 1-9 offline classes suspended from today"
20220113,city.hubballi,"Belagavi schools to open on January 17"
20220113,city.hubballi,"Belagavi records lowest temp in state"
20220113,city.chandigarh,"Covid-19: 97.3% adults jabbed in Chandigarh; 100% coverage expected by tomorrow"
20220113,city.chandigarh,"'Eco-health' calendar for 2022 released by PU"
20220113,city.chandigarh,"Chandigarh: 50% of 15-17 age group vaccinated in 10 days"
20220113,city.chandigarh,"Owners seek reopening of gyms with 50% capacity"
20220113,city.chandigarh,"PU organises webinar on National Youth Day"
20220113,city.chandigarh,"Signature campaign by BJP against Pb govt"
20220113,city.chandigarh,"Immigration firms register with police"
20220113,city.chandigarh,"Shopkeepers follow Covid rules"
20220113,city.chandigarh,"Chandigarh reports record 1;114 new Covid cases; positivity rate 21.38%"
20220113,city.chandigarh,"Virus grips MC office; work slows"
20220113,city.chandigarh,"Chandigarh: Weekend curfew call to be taken today"
20220113,city.chandigarh,"No Lohri on PU campus; Stu C shut till Jan 16"
20220113,city.chandigarh,"RLA to start e-auction of CH01CH series from Jan 14"
20220113,city.chandigarh,"SUV; truck collision injures 2"
20220113,city.chandigarh,"Naked body of woman; 40; with socks in mouth found"
20220113,city.chandigarh,"Burglars strike at 3 shops; house"
20220113,city.chandigarh,"Car glass broken; music system stolen"
20220113,city.rajkot,"Ponzi firm dupes many with lucrative schemes"
20220113,city.rajkot,"375 new Covid positive cases in Rajkot"
20220113,city.rajkot,"Treatment centres for birds"
20220113,city.rajkot,"Family dupes coop bank of over 3 crore"
20220113,city.rajkot,"Rajkot: Vax hesitancy leads to huge Covid spike in Dhoraji"
20220113,city.srinagar,"J&K records 1;695 cases"
20220113,city.shimla,"Shimla gets heliport with modern facilities"
20220113,city.shimla,"Prof Sharma reappointed CACP chief"
20220113,city.shimla,"Dharamshala ex-mayor booked for fraud"
20220113,city.madurai,"Man who turns beast must be sent to eternal world: Madras HC"
20220113,city.shimla,"Record 1;804 Covid cases in Himachal Pradesh"
20220113,city.madurai,"Southern Tamil Nadu gets three new medical colleges"
20220113,city.madurai,"Class X; XII students anxious as they gear up for revision examinations"
20220113,city.madurai,"CCTVs in spas: Matter referred to acting CJ as judges differ on views"
20220113,city.madurai,"Siddha Covid care centre opened in Madurai"
20220113,city.madurai,"Float festival to be held inside temple premises"
20220113,city.madurai,"Active Covid cases cross 2;000 in Madurai; Trichy"
20220113,city.madurai,"HC orders inquiry into impersonation of petitioner"
20220113,city.madurai,"Private hospitals tighten curbs in Madurai"
20220113,city.madurai,"New DIGs assume charge in Madurai; Tirunelveli"
20220113,city.madurai,"More than 2.5K cops to secure games"
20220113,city.madurai,"Plea in HC to build compound wall around shooting range"
20220113,city.madurai,"4;500 bull owners register for 3 jallikattu events"
20220113,city.patna,"Bihar reports 6;413 new Covid cases; 3 deaths in a day"
20220113,city.bareilly,"Woman raises more than Rs 7 crore for daughter's life-saving treatment"
20220113,city.patna,"Bihar: Woman cop posted in Begusarai dies by suicide"
20220113,city.patna,"Bihar: Minor boy held in Muzaffarpur for raping 4-year-old girl"
20220113,city.patna,"54-year-old BJP activist gunned down in Bihar's Siwan"
20220113,city.patna,"Congress in talks with RJD; eyes six to seven seats in Bihar council election"
20220113,city.patna,"Family planning campaign to continue in Bihar despite Covid pandemic: Govt"
20220113,city.patna,"Team of cops from Nalanda attacked in Patna; ASI hurt"
20220113,city.patna,"PU cultivates environment conducive to research for improved NAAC rating"
20220113,city.patna,"ECR GM reviews Covid readiness of Bihar hospitals"
20220113,city.kanpur,"Chromium samples taken from Kanpur Dehat village"
20220113,city.kanpur,"Will start new journey after taking BJP membership; says Kanpur commissioner"
20220113,city.kanpur,"Man sentenced to life for murder of sis-in-law"
20220113,city.kanpur,"Covid rising rapidly; 378 cases reported"
20220113,city.kanpur,"cash worth 4 44 lakh recovered"
20220113,city.kanpur,"Crime branch arrests six bookies"
20220113,city.ludhiana,"Autorickshaw union: Promises not met; will boycott Congress"
20220113,city.kanpur,"Uttar Pradesh: Haven't quit BJP; but will go with Swami Prasad Maurya; says Vinay Shakya"
20220113,city.ludhiana,"66-yr-old dies; 724 more +ve"
20220113,city.ludhiana,"Jan casualty count is highest in six months"
20220113,city.ludhiana,"Three rob liquor vend employees"
20220113,city.ludhiana,"Burglary at Sua Road godown"
20220113,city.ludhiana,"Revolver stolen from locked house"
20220113,city.ludhiana,"22 days on; police file FIR; start tracing kin"
20220113,city.ludhiana,"Arms; ammo seized; 2 held from Khanna mall"
20220113,city.ludhiana,"Buddha Nullah rejuvenation only 30% complete in 1 year"
20220113,city.ludhiana,"Jitters in BJP; no candidates yet"
20220113,city.ludhiana,"'Share' remark: Cong; SAD dare Sidhu to take names"
20220113,city.ludhiana,"Staff +ve; vet varsity shuts OPD"
20220113,city.ludhiana,"ACP helps out kidney patient"
20220113,city.pune,"Pune: Use of treated water mandatory for construction works in PMC limits"
20220113,city.pune,"844 motorists penalised"
20220113,city.pune,"Government officials in Pune demanded bribe despite Covid: ACB"
20220113,city.pune,"IMD registers drop in day; night temperatures across Maharashtra"
20220113,city.pune,"Power firm snaps supply to 41k users"
20220113,city.pune,"Safety inspection of Metro priority stretch begins"
20220113,city.pune,"Treatment of sewage in merged areas"
20220113,city.pune,"Duo held for abusing cop over mask"
20220113,city.pune,"'Tarzan' actor Birje; wife & kid injured in eway accident"
20220113,city.pune,"Tired of uncertainty; cabbie wants to leave city for good and take up farming"
20220113,city.pune,"Maharashtra wants Covid positive results via rapid tests; home kits to be updated on portal"
20220113,city.pune,"2 arrested for robbing cash & cellphone"
20220113,city.pune,"Booster dose for ZP staffers from today"
20220113,city.pune,"Pune: 80% adult beneficiaries fully vaccinated against Covid"
20220113,city.pune,"'Targeted testing' strategy will ease load on labs; save resources: Experts"
20220113,city.pune,"FDA steps up vigil over tocilizumab distribution"
20220113,city.pune,"Pre-seed funding for tech firm"
20220113,city.pune,"Covid caseload in Pune Metropolitan Region jumps to 8-month high; 3 more dead"
20220113,city.pune,"Women's pics morphed; 1 held"
20220113,city.pune,"Traditional feasts; family time to mark Sankranti"
20220113,city.pune,"Maharashtra: Spot round for agriculture courses up to January 16"
20220113,city.pune,"Communication; hobbies & interests lost to screen time"
20220113,city.pune,"Four men rob 26-yr-old of valuables worth 64k"
20220113,city.pune,"Protection money denied; 5 ransack vegetable market in Pune"
20220113,elections.assembly-elections.uttar-pradesh.news,"Uttar Pradesh polls: Avtar Singh Bhadana's entry raises the political stakes in Jewar"
20220113,city.ghaziabad,"17 centres in Noida; 32 in Ghaziabad offer teleservices to patients"
20220113,city.faridabad,"As Covid-19 cases went up; testing numbers saw a drop in 9 Haryana districts"
20220113,city.trichy,"Active Covid cases cross 2;000 in Madurai; Trichy"
20220113,elections.assembly-elections.goa.news,"Goa Election 2022: Secret ballot gives BJP insight into karyakartas' preferences"
20220113,elections.assembly-elections.goa.news,"Covid-19: 486 college students test positive in two weeks in Dakshina Kannada district"
20220113,city.jamshedpur,"Jharkhand logs eight deaths; 4;753 new Covid cases"
20220113,city.jodhpur,"Active Covid cases in Rajasthan jump 26% to over 38;000 in 24 hours"
20220113,city.udaipur,"Active Covid cases in Rajasthan jump 26% to over 38;000 in 24 hours"
20220113,city.ajmer,"Active Covid cases in Rajasthan jump 26% to over 38;000 in 24 hours"
20220114,city.mumbai,"Makar Sankranti: Spiderman kites in demand; Bollywood faces take a back seat"
20220114,entertainment.tamil.movies.news,"We owe it to God & dog for this film: Sathish"
20220114,life-style.spotlight,"Celebrating Pongal with kolam and the weaves of Tamil Nadu"
20220114,city.nagpur,"From 4L to 5L Covid cases in 258 days; slowest for dist"
20220114,city.nagpur,"43;336 fined for not wearing masks in 16 mths; fined Rs2cr"
20220114,city.mangaluru,"Stakeholders anxious over six-month closure of Shiradi Ghat rd"
20220114,city.nagpur,"59-year-old cancer patient dies of Covid"
20220114,city.dehradun,"U'khand's forest cover increases marginally by 2sqkm in 2 yrs: Report"
20220114,city.nagpur,"Wake up and procure medicines; equipment for Vidarbha Government Medical College and Hospitals: HC"
20220114,city.nagpur,"Restrictions to continue till Covid situation normalises: Wadettiwar"
20220114,city.mangaluru,"Colleges conduct practical classes in advance"
20220114,city.mangaluru,"Hindu outfits want visual recording of festivals banned"
20220114,city.agra,"Congress' 1st polls list features several women at 'receiving end of lathis'"
20220114,city.dehradun,"Uttarakhand polls: Tough call for BJP as Harak Singh Rawat eyes Kedarnath seat"
20220114,city.bareilly,"'Molester' attacks girl with knife for complaining against him in Budaun"
20220114,city.mangaluru,"Fire unit to come up at Pachanady landfill"
20220114,city.dehradun,"Dasna temple head priest booked for derogatory remarks against women"
20220114,city.dehradun,"Leopard mauls 44-year-old woman to death in Nainital"
20220114,city.hubballi,"Absenteeism and hesitancy cripple kids' vaccine drive"
20220114,india,"Kulgam encounter: Police says slain Jaish terrorist is Babar Bhai of Pakistan; was active since 2018"
20220114,india,"Railways report first passenger deaths in accident after gap of nearly 34 months"
20220114,india,"Two soldiers killed in 'accidental firing' along LoC in Rajouri"
20220114,world.us,"US secretary of state Antony Blinken says North Korea launches may be seeking attention"
20220114,city.thiruvananthapuram,"Kerala State Road Transport Corporation launches city shuttle service"
20220114,city.thiruvananthapuram,"Pocso court orders psychiatric aid for rape survivor"
20220114,city.thiruvananthapuram,"Kerala: Woman found dead in suspected murder-suicide"
20220114,city.thiruvananthapuram,"'Mayor's Bhavan' kicks up a debate in council"
20220114,city.thiruvananthapuram,"Four held for abduction and assault of student"
20220114,city.thiruvananthapuram,"Deputy Mayor in trouble over corp's vehicle data"
20220114,city.thiruvananthapuram,"Indore toKochuveli train augmented"
20220114,city.thiruvananthapuram,"NISH to host online seminar tomorrow"
20220114,business.india-business,"Snapdeal to issue RuPay cards with Bob Financial"
20220114,entertainment.hindi.bollywood,"Dia Mirza takes a trip down the memory lane with Priyanka Chopra and Lara Dutta to share a photo from their pageant days"
20220114,world.middle-east,"Rights of Afghan women; girls under attack: UN"
20220114,india,"Omicron surge: Focus on local containment; minimise damage to economy; says PM Modi"
20220114,india,"Rajasthan rape: Minor undergoes op; cops yet to find any suspect"
20220114,tv.news.hindi,"Bigg Boss 15: Nishant Bhat fights with Shamita Shetty; says; 'It's personal that you downgraded Tejasswi Prakash'"
20220114,removed,"Mirzapur 3 to Made In Heaven 2 : Web series' making noise in 2022!"
20220114,gadgets-news,"Everyone; it's okay to not feel okay: Ariba Khan; founder and CEO; Jumping Minds"
20220114,india,"Skiing camp shut as students and officials test positive"
20220114,world.uk,"MI5 names Chinese 'agent' linked to Labour MP awarded Padma Shri by India"
20220114,world.us,"Leader of Oath Keepers militia charged with seditious conspiracy in US Capitol riot"
20220114,entertainment.hindi.bollywood,"katrina kaif to shoot merry christmas in mumbai next month exclusive"
20220114,business.india-business,"Asia's 1st crypto ETF may roll out in GIFT City"
20220114,city.nagpur,"Nagpur: One more tiger poached; canine; whiskers missing"
20220114,city.delhi,"Five men held for staging heist to pocket businessman's Rs 17 lakh"
20220114,business.india-business,"FSDC aims to be proactive in 3rd wave"
20220114,business.india-business,"LIC chief bats for deploying bionic agents"
20220114,business.india-business,"Adani enters steel business with $5 billion Posco pact"
20220114,city.delhi,"Delhi: Over 1;000 meet doctors while staying home"
20220114,city.delhi,"Rare delight as Black eagle seen in Delhi after three years"
20220114,city.delhi,"Delhi man falls on road after being pushed by thief; run over by car; assailant returns to steal wallet"
20220114,city.delhi,"Delhi's forest cover lost for first time in a decade"
20220114,city.delhi,"No heritage property being sold; claims south corpn"
20220114,city.delhi,"Finance dept eases curbs on expense management imposed during 2nd wave"
20220114,world.us,"Supreme Court halts Covid-19 vaccine rule for US businesses"
20220114,world.us,"Biden says 'not sure' his voting rights agenda will be passed"
20220114,entertainment.hindi.bollywood,"Preity Zinta is a bundle of warmth and cuteness embracing motherhood ; shares a new picture with baby"
20220114,world.us,"US hasn't determined that Russia has decided on military path forward; says Sullivan"
20220114,india,"In a first in 34 months; seven rail passengers killed in accident"
20220114,india,"Covid-19: New cases at 2.6 lakh; deaths cross 200 for second consecutive day"
20220114,india,"India's green cover rises; touches nearly one-fourth of geographical area: Report"
20220114,world.us,"US 'ready' for Russia diplomacy and to 'defend' allies: National security advisor Jake Sullivan"
20220114,world.us,"White House says it will continue calling on businesses to require Covid vaccines"
20220114,world.us,"Biden 'disappointed' in court ruling on Covid vaccines mandate"
20220114,india,"If sex worker has right to say no to sex; why should a wife be less empowered: HC"
20220114,world.rest-of-world,"North Korea calls US sanctions 'provocation;' warns of strong reaction"
20220114,business.international-business,"Record US inflation growing concern for Fed; business"
20220114,world.us,"Record US inflation growing concern for Fed; business"
20220114,city.mumbai,"Mumbai: 13-year-old dies as coconut palm crashes on head"
20220114,city.gurgaon,"Daily Covid cases cross 3;000 in Gurugram; highest since May 8 during 2nd wave"
20220114,city.gurgaon,"1;107 new cases in Faridabad"
20220114,city.gurgaon,"Neighbours Covid-hit; volunteers pitch in with food and medicines"
20220114,city.gurgaon,"Gurugram sees sharpest fall in forest cover in Haryana; dip in nine other districts too"
20220114,city.gurgaon,"Illegal structures in IAF ammo depot buffer zone razed"
20220114,city.gurgaon,"Gurugram varsity; EESL sign MoU to boost EV charging infra"
20220114,india,"Maldives tries to put an end to 'India Out' campaign"
20220114,city.gurgaon,"Flaws in plan? What causes crashes on foggy days"
20220114,city.gurgaon,"brace for dense fog min temp to touch 5c met"
20220114,city.gurgaon,"Widen affordable housing bracket; give tax benefits"
20220114,city.gurgaon,"5 on way to loot fuel stn and trader held"
20220114,city.noida,"Known faces in BSP's list for GB Nagar"
20220114,city.noida,"Flag march held in 'vulnerable' areas"
20220114,city.noida,"UP polls: Pankhuri Pathak from Noida as Congress out with first list"
20220114,city.noida,"Avail online services: Discom to consumers"
20220114,city.noida,"4 booked for cheating man of 50l"
20220114,city.noida,"Trafficking: Man who struck deals held"
20220114,city.noida,"Ensure first dose jabs for 18-plus by January 20 in Noida"
20220114,city.noida,"Doctors Covid positive; how Noida hospitals are rushing to plug gaps"
20220114,city.ghaziabad,"Cases rising; so what? No Covid fine in Ghaziabad"
20220114,city.mumbai,"Dawood's nephew flees from US to Pak"
20220114,india,"Muzaffarnagar riots: 4 accused let off due to lack of evidence"
20220114,city.bengaluru,"Covid-19: 10-fold jump in 13 days; active cases in Karnataka hit 1 lakh; 21% positivity in Bengaluru"
20220114,city.mumbai,"Raut holds talks with Tikait; says Sena to fight 50-100 UP seats"
20220114,city.mumbai,"Aircraft for Hyd; B'luru escape collision in Dubai"
20220114,city.mumbai,"Mumbai: Need a hospital only if O2 low; high fever for five days; say doctors on Omicron-Covid wave"
20220114,city.mumbai,"Covid-19: At PM's meet; Maharashtra govt seeks mandatory vaccination"
20220114,city.mumbai,"Mumbai: Self-test rapid antigen kits producers told to share sales data"
20220114,city.mumbai,"Maharashtra: Districts with low Covid-19 vaccination coverage could see Omicron behave differently; say experts"
20220114,business.india-business,"Domestic airtraffic drops 37% since January 1"
20220114,city.mumbai,"146 new Covid cases in Mumbai police force"
20220114,city.mumbai,"Bulli Bai case: Cyber police seek custody of accused"
20220114,city.mumbai,"Daily Covid cases drop 17% in Mumbai; 1% in Maharashtra"
20220114,city.mumbai,"156 jail inmates positive in Maha"
20220114,city.itanagar,"Arunachal reports 132 fresh Covid-19 cases; tally mounts to 56;010"
20220114,city.mumbai,"Maharashtra: Shiv Sena MLA Pratap Sarnaik given Rs 4.3 crore waiver despite objection by finance department"
20220114,city.mumbai,"City to get 2nd Doppler radar to monitor weather today"
20220114,city.mumbai,"Scribe stalked online; tweets to city cyber cops"
20220114,city.mumbai,"Plea against MLA who won Chandivli seat rejected in HC"
20220114,city.mumbai,"3 officers and two constables transferred for lapses on duty"
20220114,city.mumbai,"Counselling for NEET to begin from January 19"
20220114,city.mumbai,"Temp in city to remain below 30C for 24 hrs"
20220114,city.mumbai,"Mumbai: BMC to save up Rs 136 crore after BJP blows whistle"
20220114,city.mumbai,"BJP loses Mumbai cooperative bank chairman's post"
20220114,city.mumbai,"ED opposes ex-min's default bail plea as chargesheet filed"
20220114,city.mumbai,"Mumbai: MSEDCL books businessman for stealing electricity worth Rs 37 lakh"
20220114,city.mumbai,"Mumbai: Lower Parel's Delisle Road bridge may not open until next year"
20220114,city.mumbai,"No chargesheet for now; says Maharashtra to HC in BJP MLA Ashish Shelar plea"
20220114,city.mumbai,"Most med edu aspirants from Pune; Ahmednagar close 2nd"
20220114,city.mumbai,"BMC finishes 1km of water tunnel"
20220114,city.mumbai,"Covid curfew dampens harvest festivities"
20220114,city.mumbai,"Ambedkar writings 'important'; HC seeks reasons for few prints"
20220114,city.mumbai,"Mumbai: Cyber cheats dupe bizman of Rs 2 lakh"
20220114,city.mumbai,"Bombay HC order on BJP MLA Nitesh Rane's bail on Monday"
20220114,city.mumbai,"Film producer gets bail in cheating case"
20220114,city.mumbai,"Maharashtra: MSRTC dismisses 400 workers; 85% depots operational"
20220114,city.mumbai,"Cop and aide held taking bribe of 3k"
20220114,city.mumbai,"Activist Anjali Damania moves HC against minister Chhagan Bhujbal in Maharashtra Sadan 'scam'"
20220114,city.mumbai,"FSDC aims to be proactive in 3rd wave"
20220114,city.mumbai,"Asia's 1st crypto ETF may roll out in GIFT City"
20220114,city.mumbai,"Adani enters steel biz with $5bn Posco pact"
20220114,city.bengaluru,"Karnataka lost 64 sqkm of moderately dense forest in 2 years: Report"
20220114,city.mumbai,"LIC chief bats for deploying bionic agents"
20220114,city.thane,"Activist lodges FIR against pet shops"
20220114,city.bengaluru,"After Karnataka HC rap & on Rahul Gandhi nudge; Congress suspends padayatra"
20220114,city.chennai,"New Covid cases in Tamil Nadu top 20;000; Chennai reports record high 8;218 fresh cases"
20220114,city.bengaluru,"Former Cognizant CEO D'Souza's fund raises $1.3bn"
20220114,city.bengaluru,"'Wipro's win rate up; great turnaround in Europe'"
20220114,city.bengaluru,"Data analytics co TheMathCompany raises $50 million"
20220114,city.bengaluru,"Clear gets funds from tech execs"
20220114,city.bengaluru,"Karnataka: Water flows into parties' agenda ahead of 2023 polls"
20220114,city.bengaluru,"Bengaluru: Live-in partner tries to pass off woman's murder as alcohol death"
20220114,city.bengaluru,"Cloudy nights take chill out of winter in Bengaluru"
20220114,city.bengaluru,"6-year-old girl riding pillion with mom killed by tipper"
20220114,city.bengaluru,"Bird lovers to kite flyers in Bengaluru: Avoid Chinese manja"
20220114,city.bengaluru,"Parents donate eyes of teen killed in road accident in Bengaluru"
20220114,city.bengaluru,"Bengaluru: Biker falls into trench without barricades on Avenue Road"
20220114,city.bengaluru,"HC upholds 10th std pass criteria for authorisation of PDS shops"
20220114,city.ahmedabad,"Gujarat records 11;176 new Covid cases; five deaths"
20220114,city.chennai,"75% of promises fulfilled; says MK Stalin"
20220114,city.chennai,"MNM first list of candidates released"
20220114,city.chennai,"Pongal holiday in 6 Kerala dists heeding TN CM's request"
20220114,city.chennai,"Chennai: Traffic diversions on OMR receive mixed response"
20220114,city.chennai,"Tamil Nadu: Pay more if you're taking a train from Tambaram; Katpadi"
20220114,city.chennai,"Tamil Nadu: Masked gang walks away with gold; Rs 30;000 cash in Acharapakkam"
20220114,city.chennai,"Kancheepuram: 40 cops shunted out"
20220114,city.chennai,"Day 1 of Shaastra gives a peek into light microscope"
20220114,city.chennai,"Tamil Nadu: Academics call for refresher courses for freshers"
20220114,city.chennai,"Chip shortage hits India's EV dream run"
20220114,city.chennai,"Turnip raises $12.5 mn led by Greenoaks; Elevation Capital in series A round"
20220114,city.chennai,"Miscreants use booster drive to swindle money: Chennai police"
20220114,city.chennai,"Elephant poaching cases: Madras HC flays CBI for shoddy probe"
20220114,city.chennai,"No protests in Chennai till January 31: Police commissioner"
20220114,city.chennai,"Chennai: New Covid high no cause for panic"
20220114,city.chennai,"90% of Chennaiites got Covid jab at UPHCs"
20220114,city.chennai,"Tamil Nadu: Now; pay Rs 500 fine for not wearing mask"
20220114,city.chennai,"10l for kin of woman killed in accidental firing court"
20220114,city.chennai,"Gallantry fancied to triumph in Chennai feature event"
20220114,city.chennai,"Bhogi smog milder this year"
20220114,city.hyderabad,"AP tiger reserve has largest forest cover"
20220114,city.hyderabad,"Lakhs left Hyderabad to celebrate Sankranti amid Covid virus scare"
20220114,city.hyderabad,"Zero FIR booked in rape case"
20220114,city.hyderabad,"Farmer killed by rivals in Jagtial"
20220114,city.hyderabad,"Fake gold theft complaints keep Hyderabad cops busy chasing shadows"
20220114,city.hyderabad,"Rain catches Hyd unawares; hailstorm in parts of state"
20220114,city.hyderabad,"Hyderabad sees maximum rise in forest cover"
20220114,city.hyderabad,"Punjabis in city mark Lohri withfervour & prayer for prosperity"
20220114,city.hyderabad,"Spl teams to check sale of Chinese manja"
20220114,city.hyderabad,"Theatres cannot be seen as pvt buildings; SC had said"
20220114,city.hyderabad,"Telangana seeks sensors to capture true picture of water releases"
20220114,city.hyderabad,"Cops probing severed head case find torso"
20220114,city.hyderabad,"Bandi dares CM for debate on ryots' issues"
20220114,city.hyderabad,"Telangana: Deccan Cements mining operations flouted green norms; says NGT"
20220114,city.hyderabad,"VPT; Simhadri plant failedto comply with PCB norms"
20220114,city.hyderabad,"NCLT refers Prajay case to IAMC"
20220114,city.hyderabad,"Murder accused stabbed to death"
20220114,city.hyderabad,"Forest cover: Make use of carbon funds; says Niti Aayog to Telangana"
20220114,city.hyderabad,"'Combat Covid' group ready for another fight"
20220114,city.ahmedabad,"Gujarat: Another ex-minister falls prey to sextortionists"
20220114,city.hyderabad,"Vaikuntha Ekadashi celebrated across temples amid strict norms"
20220114,city.hyderabad,"Active Covid cases breach 20;000 mark; record daily numbers in Telangana"
20220114,india,"Andhra Pradesh CM Jagan Mohan Reddy hosts Chiranjeevi for lunch; 'offers' him Rajya Sabha ticket"
20220114,city.hyderabad,"Health workers in Cantt go slow on booster jab"
20220114,city.hyderabad,"Telangana CM K Chandrasekhar Rao skips PM Modi's meet with chief ministers on Covid-19"
20220114,city.hyderabad,"HC: Remove permit rooms near schools; hosps; homes"
20220114,city.hyderabad,"Surgeons say no to unhygienic housing"
20220114,city.hyderabad,"Rs 50 crore global credit card scam busted; 7 held from Hyderabad; Delhi"
20220114,city.hyderabad,"APSRTC driver dies after bus rams truck"
20220114,city.kolkata,"No reagent for genome check in 1 of 2 labs in West Bengal; supply next week"
20220114,city.kolkata,"7 killed; 50 injured as train jumps tracks near Jalpaiguri"
20220114,city.kolkata,"Cal HC reserves order on PIL to defer civic polls"
20220114,city.kolkata,"Cops stop Dilip campaign rally with over 5 persons"
20220114,city.kolkata,"Braithwaite & Co eyes 2.5kcr turnover by '25"
20220114,city.kolkata,"Goldman Sachs in R&D deal with AI hub of IIT Kgp"
20220114,city.kolkata,"Djoko fiasco could've been handled better: Somdev"
20220114,city.kolkata,"Storm Trigger has an edge"
20220114,city.kolkata,"Drone bath; triple check: Stern steps to curb crowding at Gangasagar"
20220114,city.kolkata,"Bantul creator receives Padma Shri in hospital bed in Kolkata"
20220114,city.kolkata,"Third wave turns isolation on its head: Covid negatives in Kolkata seclude themselves at home as cluster infections rise"
20220114,city.kolkata,"Kolkata: In hospital with other ailments; seniors find they are Covid positive"
20220114,city.kolkata,"Lady Brabourne defacement shocks Kolkata"
20220114,city.kolkata,"Plea to CM from tourism body"
20220114,city.kolkata,"Gym owners take to streets"
20220114,city.kolkata,"West Bengal: 90 nursing students in first batch for Covid care"
20220114,city.kolkata,"Cops check on Pronam members"
20220114,city.kolkata,"Mkt closure to fight Cov on Kol fringes"
20220114,city.kolkata,"Muted celebrations on Lohri this year"
20220114,city.kolkata,"Garia-Golpark autos stay off road for over 12 hours"
20220114,city.kolkata,"Kolkata: Girder-launching starts for new Tallah bridge"
20220114,city.kolkata,"Murder in Kolkata: Never thought we would see a man being shot dead in our complex; say residents"
